utterance,persona_sentence,label
going into the army was my transition after high school . what about you ?,i went into the army after high school .,positive
"hi , i love shrimp but cannot touch the shells and a handyman who fix cars .",i am a handyman .,positive
i will write a fantasy book about him one day .,i am a huge fantasy fan .,positive
i like fast food because i work in it .,i work in fast food .,positive
i actually live in oklahoma and love the outdoors too .,i am native american and live in oklahoma .,positive
i am a 22 year old girl .,"on my last birthday , i turned twenty two .",positive
"that is just how my family raised me . you disagree , i am sure .",i was raised by my uncle and aunt .,positive
psychology . my one sibling and two parents are like strangers . i can pick their brains .,my parents are together and i have a sibling .,positive
"so cool sounds like your parents are nice , i can not eat chips .",i do not like chips .,positive
"yeah but i am better now , i just miss playing frisbee .",i love playing frisbee .,positive
"i studied graphic design . i want to make board games , though .",my favorite hobby is playing board games .,positive
me neither . i enjoy walking . i try to do at least a mile a day .,i try and walk a mile a day .,positive
i do not especially becoming a certified nurse !,i cannot wait to get my first full time job as a nurse .,positive
hi this is josh . just got out of class . i am a law student .,i am a student .,positive
"my mother , a doctor , pushed me into it .",the woman who gave birth to me is a physician .,positive
"since graduating two years ago , i have taught kindergarten .",i just graduated from college two years ago .,positive
i like to sing folk songs .,i like to sing in choir .,positive
i like to take our dog ralph for walks .,i live with my sister and my dog ralph .,positive
"i have a 3006 , a winchester long and a shot gun i chase deer whenever i can .",i like to hunt for polar bears for food .,positive
oh wow ! so i bet you do not have a passion for rap music like i do .,i love rap music .,positive
i love to exercise .,i am a fitness fanatic although i am rather large .,positive
oh cool . i am still in high school . i will be going to auburn next year .,i am going to auburn university next year as a freshman .,positive
"very well , just doing some reading in my spare time .",when i have some spare time i read .,positive
oh that sucks i am scared of water but i like to garden ponder that .,i am hydrophobic .,positive
my girlfriend wants kids . we live together .,my girlfriend lives with me .,positive
how sweet ! do you live on land ? i live way under the sea !,i live under the sea .,positive
better than walking alone . i also make quilts and give them away to family .,i try and walk a mile a day .,positive
i am dan and its going good i just got back from hunting .,i like to go hunting .,positive
i am proud to be an american .,i am patriotic .,positive
"i am in oregon , just got done hiking out in the woods .",i like hiking in nature .,positive
i would have to see i am tired easy .,i get tired easy .,positive
for sure and possibly work through your fear of water !,i only drink water .,positive
"spending time with my aunt and uncle , they raised me so i owe them .",i was raised by my uncle and aunt .,positive
i am studying to be a lawyer .,i will be a lawyer .,positive
i am an engineer .,i am employed as an engineer .,positive
better than this jujitsu i am trying to learn ugh !,i am learning jujitsu but am still new to it .,positive
ah . single ? kids ? i have one child and i am divorced .,i am divorced and have a kids .,positive
that is awesome ! i have been on many nice walks in france . do you like to walk ?,i take a lot of walks .,positive
mine too ! the weather is so perfect for ultimate frisbee .,my favorite sport is ultimate frisbee .,positive
